id,non_ego_model,ego_model,cloudiness,precipitation,fog_density,front,back,across,Max_dist_from_centre,Collisions,Min_dist_from_non_ego,Dist_to_dest
20,1,21,47,2,39,0,5,4,1.899124264717102,0,0.26999732851982117,0.12780578319843
20,1,21,47,2,39,0,5,4,1.9084526300430298,0,0.26999732851982117,0.12476650873819987
20,1,21,47,2,39,0,5,4,1.8916839361190796,0,0.26999732851982117,0.13080968612279648
20,1,21,47,2,39,0,5,4,1.9036588668823242,0,0.26999732851982117,0.12426032775487655
20,1,21,47,2,39,0,5,4,1.8903143405914307,0,0.26999732851982117,0.12708255572196764
20,1,21,47,2,39,0,5,4,1.896365761756897,0,0.26999732851982117,0.12104275287725987
21,24,5,36,7,83,5,1,0,1.6921381950378418,0,0.3043486177921295,0.13131369077242339
21,24,5,36,7,83,5,1,0,1.7204902172088623,0,0.3043486177921295,0.1299588741400303
21,24,5,36,7,83,5,1,0,1.8489527702331543,0,0.2950279116630554,0.12817873098911384
21,24,5,36,7,83,5,1,0,1.8337785005569458,0,0.3043486177921295,0.13164477470593575
21,24,5,36,7,83,5,1,0,1.7983381748199463,0,0.3043486177921295,0.13355275912162584
21,24,5,36,7,83,5,1,0,1.7733522653579712,0,0.2950279116630554,0.12468385696411133
21,24,5,36,7,83,5,1,0,1.8432307243347168,0,0.2950279116630554,0.132445983397655
21,24,5,36,7,83,5,1,0,1.5314236879348755,0,0.2950279116630554,0.1295634660965357
21,24,5,36,7,83,5,1,0,1.6723551750183105,0,0.3043486177921295,0.12818034489949545
21,24,5,36,7,83,5,1,0,1.54686439037323,0,0.3043486177921295,0.1297606321481558
22,13,24,33,94,96,4,2,4,1.313679814338684,0,0.00015587967936880887,0.13806709876427284
22,13,24,33,94,96,4,2,4,1.2503398656845093,0,0.006846236065030098,0.13480377197265625
22,13,24,33,94,96,4,2,4,1.2075159549713135,0,0.0005727069801650941,0.13704414856739533
22,13,24,33,94,96,4,2,4,1.2866238355636597,0,0.004545587580651045,0.1343383299998748
22,13,24,33,94,96,4,2,4,1.3079394102096558,0,0.006846236065030098,0.13433365944104317
22,13,24,33,94,96,4,2,4,1.326607346534729,0,0.0034765847958624363,0.13511123412694687
22,13,24,33,94,96,4,2,4,1.5370625257492065,0,0.0014674450503662229,0.12915672400058845
22,13,24,33,94,96,4,2,4,1.2513493299484253,0,0.0049452269449830055,0.13629493957910782
22,13,24,33,94,96,4,2,4,1.1770683526992798,0,0.006846236065030098,0.1373128524193397
22,13,24,33,94,96,4,2,4,1.2666447162628174,0,0.006846236065030098,0.13370841588729468
23,23,23,54,84,0,4,5,3,1.3661069869995117,0,0.2950279116630554,0.13223733657445663
23,23,23,54,84,0,4,5,3,1.2792303562164307,0,0.2950279116630554,0.1345984630095653
23,23,23,54,84,0,4,5,3,1.2758910655975342,0,0.2950279116630554,0.1339905934456067
23,23,23,54,84,0,4,5,3,1.3004759550094604,0,0.2950279116630554,0.13119124143551558
23,23,23,54,84,0,4,5,3,1.467374324798584,0,0.2950279116630554,0.13383740645188552
23,23,23,54,84,0,4,5,3,1.335539698600769,0,0.2950279116630554,0.13201324756328875
23,23,23,54,84,0,4,5,3,1.2328524589538574,0,0.3043486177921295,0.13293854395548502
23,23,23,54,84,0,4,5,3,1.3753137588500977,0,0.2950279116630554,0.13629758052336863
23,23,23,54,84,0,4,5,3,1.3879085779190063,0,0.3043486177921295,0.13365041292630708
23,23,23,54,84,0,4,5,3,1.384128212928772,0,0.2950279116630554,0.13288206931872246
24,11,18,63,33,81,3,4,4,1.2527437210083008,0,0.001499788835644722,0.13240317809276092
24,11,18,63,33,81,3,4,4,1.3432406187057495,0,0.002199161099269986,0.1346892454685309
24,11,18,63,33,81,3,4,4,1.1698172092437744,0,0.0005078096291981637,0.1394782922206781
24,11,18,63,33,81,3,4,4,1.2409881353378296,0,0.0008907776791602373,0.1337468807513897
24,11,18,63,33,81,3,4,4,1.2935830354690552,0,0.0016390018863603473,0.13381490951929337
24,11,18,63,33,81,3,4,4,1.3165305852890015,0,0.0008553134393878281,0.13582829940013397
24,11,18,63,33,81,3,4,4,1.1759867668151855,0,0.0008615910192020237,0.13268163876655775
24,11,18,63,33,81,3,4,4,1.1578682661056519,0,0.0023803364019840956,0.13869625482803735
24,11,18,63,33,81,3,4,4,1.3273735046386719,0,0.0009352386696264148,0.13607286795591697
24,11,18,63,33,81,3,4,4,1.2124923467636108,0,0.001878589391708374,0.13777962709084535
25,1,22,32,96,33,3,2,2,1.0304787158966064,0,0.016581403091549873,0.13909385143182215
25,1,22,32,96,33,3,2,2,1.0678080320358276,0,0.016546931117773056,0.14179103802411985
25,1,22,32,96,33,3,2,2,1.1402298212051392,0,0.01851600408554077,0.13395113822741386
25,1,22,32,96,33,3,2,2,1.0070897340774536,0,0.01839526928961277,0.13943025393363756
25,1,22,32,96,33,3,2,2,1.189875841140747,0,0.018469205126166344,0.13437578005668444
25,1,22,32,96,33,3,2,2,1.1887245178222656,0,0.01661357842385769,0.13762360352736253
25,1,22,32,96,33,3,2,2,1.1400296688079834,0,0.01847541332244873,0.13707565649961814
25,1,22,32,96,33,3,2,2,1.111411452293396,0,0.01661074534058571,0.1378164902711526
25,1,22,32,96,33,3,2,2,1.0981245040893555,0,0.01839803345501423,0.1413883184775328
25,1,22,32,96,33,3,2,2,1.1603914499282837,0,0.016579030081629753,0.13787230467184997
26,4,19,46,55,11,1,5,0,1.2944326400756836,46,0.0002354124002158642,0.13490850497514772
26,4,19,46,55,11,1,5,0,1.3491352796554565,64,0.0002354124002158642,0.1358480942554963
26,4,19,46,55,11,1,5,0,1.3441591262817383,71,0.0002354124002158642,0.13430250608004057
26,4,19,46,55,11,1,5,0,1.3103433847427368,55,0.0002354124002158642,0.13475249363825872
26,4,19,46,55,11,1,5,0,1.4507030248641968,51,0.0002354124002158642,0.1336970329284668
26,4,19,46,55,11,1,5,0,1.340325951576233,66,0.0002354124002158642,0.13486673893072668
26,4,19,46,55,11,1,5,0,1.302371859550476,62,0.0002354124002158642,0.13464587774032202
26,4,19,46,55,11,1,5,0,1.3846359252929688,77,0.00011694023385643959,0.13610469377957857
26,4,19,46,55,11,1,5,0,1.3773775100708008,52,0.0002354124002158642,0.13606470059125853
26,4,19,46,55,11,1,5,0,1.368173360824585,52,0.0002354124002158642,0.13584443850395006
27,19,4,90,80,93,5,1,0,1.5702893733978271,0,0.0017139994306489825,0.1301125868772849
27,19,4,90,80,93,5,1,0,1.0607166290283203,0,0.0017139994306489825,0.14029552997686925
27,19,4,90,80,93,5,1,0,1.0036873817443848,0,0.0017139994306489825,0.1425924423413399
27,19,4,90,80,93,5,1,0,1.0118426084518433,0,0.0017139994306489825,0.13948676525018153
27,19,4,90,80,93,5,1,0,1.7203656435012817,0,0.0017139994306489825,0.1255478736681816
27,19,4,90,80,93,5,1,0,1.046938180923462,0,0.0017139994306489825,0.139617064060309
27,19,4,90,80,93,5,1,0,1.9100230932235718,0,0.0017139994306489825,0.12705266170012644
27,19,4,90,80,93,5,1,0,0.9777026772499084,0,0.0017139994306489825,0.14186410414866912
27,19,4,90,80,93,5,1,0,1.2767605781555176,0,0.0017139994306489825,0.1345840111756936
27,19,4,90,80,93,5,1,0,1.039790391921997,0,0.0017139994306489825,0.13999448678432366
28,24,20,97,0,88,1,3,2,0.9022644758224487,12,0.0005638584867119789,0.14606937995323768
28,24,20,97,0,88,1,3,2,1.1315956115722656,9,0.0005638584867119789,0.14386895986703727
28,24,20,97,0,88,1,3,2,1.0696913003921509,11,0.0005638584867119789,0.1426987525744316
28,24,20,97,0,88,1,3,2,1.1773489713668823,10,0.0005638584867119789,0.13705049416957757
28,24,20,97,0,88,1,3,2,0.9057218432426453,16,0.0005638584867119789,0.14568279951046675
28,24,20,97,0,88,1,3,2,1.167123556137085,9,0.0005638584867119789,0.13752114467131785
28,24,20,97,0,88,1,3,2,0.8760605454444885,14,0.0005638584867119789,0.1445145484728691
28,24,20,97,0,88,1,3,2,1.0029680728912354,27,0.0005638584867119789,0.15772063915546125
28,24,20,97,0,88,1,3,2,1.1516735553741455,11,0.0005638584867119789,0.13687729224180564
28,24,20,97,0,88,1,3,2,1.1392966508865356,9,0.0005638584867119789,0.1401830575405023
29,11,15,41,45,46,5,4,0,0.8903387188911438,0,0.00237649236805737,0.10981924105913211
29,11,15,41,45,46,5,4,0,0.8835470080375671,0,0.00242806994356215,0.11033188991057567
29,11,15,41,45,46,5,4,0,1.885545253753662,0,0.2950279116630554,0.12364776317889874
29,11,15,41,45,46,5,4,0,1.900910496711731,0,0.3043486177921295,0.12537347353421724
29,11,15,41,45,46,5,4,0,1.4637112617492676,0,0.002397841541096568,0.13672574361165366
29,11,15,41,45,46,5,4,0,0.8525722622871399,0,0.00047938316129148006,0.09783511895399827
29,11,15,41,45,46,5,4,0,1.4017550945281982,0,0.001107297372072935,0.1327984027373485
29,11,15,41,45,46,5,4,0,0.8989349603652954,0,0.0011193857062608004,0.11225490081004608
29,11,15,41,45,46,5,4,0,0.8764104247093201,0,0.0011027122382074594,0.10610488744882438
29,11,15,41,45,46,5,4,0,1.3064930438995361,0,0.002239506458863616,0.13327829654400164
30,9,1,36,87,19,3,0,1,1.162646770477295,0,0.3043486177921295,0.13945624767205653
30,9,1,36,87,19,3,0,1,1.0878305435180664,0,0.3043486177921295,0.13462611956474108
30,9,1,36,87,19,3,0,1,1.2654112577438354,0,0.3043486177921295,0.13094543799375877
30,9,1,36,87,19,3,0,1,1.0238662958145142,0,0.2950279116630554,0.1378331184387207
30,9,1,36,87,19,3,0,1,1.0767837762832642,0,0.2950279116630554,0.14166607000888923
30,9,1,36,87,19,3,0,1,1.267463207244873,0,0.3043486177921295,0.13427267319116837
30,9,1,36,87,19,3,0,1,1.109714150428772,0,0.2950279116630554,0.13786928470318133
30,9,1,36,87,19,3,0,1,1.070168137550354,0,0.2950279116630554,0.13572987532004333
30,9,1,36,87,19,3,0,1,1.0956214666366577,0,0.3043486177921295,0.13756386439005533
30,9,1,36,87,19,3,0,1,1.0965981483459473,0,0.3043486177921295,0.13482235639523238
31,10,15,7,49,54,3,3,4,1.283270239830017,0,2.069793663395103e-05,0.13640538240090394
31,10,15,7,49,54,3,3,4,1.4598356485366821,0,0.0016366781201213598,0.13254717068794447
31,10,15,7,49,54,3,3,4,1.6041606664657593,0,9.069938823813573e-05,0.13016354732024363
31,10,15,7,49,54,3,3,4,1.503003478050232,0,0.001483254600316286,0.13152414713150415
31,10,15,7,49,54,3,3,4,1.2726454734802246,0,0.0021774903871119022,0.13483145298101964
31,10,15,7,49,54,3,3,4,1.2350151538848877,0,2.396691525063943e-05,0.1355292735955654
31,10,15,7,49,54,3,3,4,1.223152995109558,0,6.618502993660513e-06,0.1321100210532164
31,10,15,7,49,54,3,3,4,1.554696798324585,0,0.001658209483139217,0.13405994268564078
31,10,15,7,49,54,3,3,4,1.6120175123214722,0,8.158782293321565e-05,0.129333740625626
31,10,15,7,49,54,3,3,4,1.333814024925232,0,0.002248801290988922,0.1361989363645896
32,16,8,73,94,43,4,4,2,1.9125615358352661,0,0.30434954166412354,0.11946338262313451
32,16,8,73,94,43,4,4,2,1.9213743209838867,0,0.29502883553504944,0.12373743301782852
32,16,8,73,94,43,4,4,2,1.906244158744812,0,0.30434954166412354,0.1197661986717811
32,16,8,73,94,43,4,4,2,1.9179630279541016,0,0.29502883553504944,0.12384885396712865
32,16,8,73,94,43,4,4,2,1.934553623199463,0,0.30434954166412354,0.12570805427355644
32,16,8,73,94,43,4,4,2,1.9354376792907715,0,0.30434954166412354,0.12279482376881135
32,16,8,73,94,43,4,4,2,1.9246338605880737,0,0.29502883553504944,0.1213390643780048
32,16,8,73,94,43,4,4,2,1.9126302003860474,0,0.29502883553504944,0.12299284568199745
32,16,8,73,94,43,4,4,2,1.9116240739822388,0,0.29502883553504944,0.12003262837727864
